1
100 10000 10000
4 13 545 456
84 51 291 710
61 74 664 337
46 31 574 427
8 23 592 409
15 71 672 329
97 81 88 913
6 72 108 893
4 13 4 997
92 24 503 498
62 5 251 750
50 16 968 33
18 60 778 223
40 91 722 279
85 43 580 421
42 100 90 911
78 44 89 912
56 52 457 544
87 86 411 590
20 64 883 118
49 37 252 749
46 31 658 343
7 18 555 446
36 96 250 751
22 50 3 998
38 70 26 975
20 64 428 573
69 98 179 822
79 4 18 983
64 62 715 286
56 52 259 742
19 39 564 437
25 89 366 635
12 3 695 306
26 21 327 674
98 40 927 74
14 77 552 449
86 42 710 291
46 31 137 864
85 43 301 700
35 92 473 528
90 46 326 675
22 50 706 295
98 40 433 568
27 79 124 877
27 79 668 333
56 52 645 356
16 14 200 801
70 34 287 714
99 33 227 774
91 57 910 91
10 83 226 775
33 85 848 153
52 36 990 11
4 13 950 51
5 95 723 278
67 55 567 434
87 86 813 188
68 75 536 465
67 55 406 595
31 8 47 954
8 23 279 722
41 99 495 506
62 5 22 979
31 8 257 744
3 61 183 818
70 34 802 199
55 76 252 749
52 36 264 737
12 3 920 81
76 47 758 243
57 20 9 992
81 65 433 568
49 37 931 70
79 4 740 261
86 42 682 319
39 30 943 58
56 52 194 807
41 99 387 614
37 12 823 178
28 58 862 139
86 42 349 652
67 55 415 586
82 56 797 204
93 84 140 861
98 40 517 484
47 69 99 902
32 11 155 846
68 75 991 10
57 20 564 437
42 100 566 435
38 70 295 706
56 52 735 266
60 88 250 751
6 72 103 898
31 8 369 632
60 88 272 729
17 87 349 652
69 98 536 465
14 77 969 32
53 27 268 733
48 49 746 255
28 58 158 843
5 95 83 918
84 51 176 825
69 98 398 603
67 55 71 930
54 68 505 496
89 78 872 129
48 49 45 956
78 44 974 27
90 46 169 832
42 100 543 458
66 90 685 316
26 21 573 428
57 20 22 979
36 96 462 539
97 81 437 564
93 84 653 348
50 16 711 290
28 58 735 266
68 75 639 362
18 60 315 686
13 59 453 548
71 9 273 728
98 40 662 339
15 71 763 238
12 3 281 720
9 35 958 43
99 33 811 190
24 7 912 89
29 15 271 730
19 39 133 868
98 40 654 347
96 26 777 224
79 4 590 411
46 31 682 319
39 30 98 903
90 46 681 320
86 42 244 757
8 23 232 769
99 33 552 449
35 92 562 439
18 60 971 30
37 12 989 12
8 23 400 601
72 63 765 236
7 18 430 571
28 58 442 559
49 37 24 977
66 90 189 812
52 36 602 399
32 11 341 660
56 52 765 236
37 12 36 965
96 26 855 146
11 80 121 880
68 75 349 652
27 79 225 776
47 69 706 295
26 21 262 739
26 21 682 319
45 17 741 260
73 66 11 990
51 10 546 455
2 6 550 451
89 78 95 906
93 84 767 234
20 64 257 744
88 38 846 155
45 17 956 45
3 61 390 611
31 8 806 195
66 90 840 161
10 83 475 526
61 74 688 313
62 5 956 45
83 29 561 440
93 84 41 960
30 28 457 544
94 32 708 293
72 63 110 891
73 66 136 865
57 20 554 447
14 77 770 231
88 38 107 894
78 44 382 619
33 85 718 283
25 89 963 38
78 44 272 729
98 40 386 615
57 20 219 782
99 33 893 108
55 76 776 225
2 6 748 253
59 54 235 766
71 9 301 700
42 100 809 192
1 53 720 281
91 57 660 341
37 12 81 920
57 20 449 552
18 60 466 535
49 37 90 911
15 71 161 840
8 23 298 703
11 80 936 65
48 49 329 672
61 74 515 486
73 66 113 888
49 37 412 589
39 30 3 998
33 85 667 334
72 63 326 675
93 84 856 145
87 86 308 693
40 91 621 380
79 4 367 634
31 8 411 590
51 10 822 179
46 31 289 712
29 15 630 371
47 69 554 447
32 11 972 29
71 9 434 567
87 86 986 15
74 94 35 966
85 43 830 171
55 76 432 569
98 40 154 847
46 31 214 787
59 54 746 255
66 90 39 962
12 3 461 540
14 77 578 423
63 48 427 574
66 90 489 512
8 23 780 221
90 46 319 682
44 73 636 365
12 3 903 98
66 90 702 299
28 58 449 552
36 96 307 694
19 39 248 753
29 15 64 937
81 65 693 308
14 77 18 983
27 79 48 953
33 85 140 861
50 16 817 184
98 40 272 729
67 55 174 827
95 82 106 895
2 6 757 244
93 84 69 932
31 8 865 136
65 25 17 984
81 65 633 368
77 67 107 894
93 84 194 807
74 94 767 234
70 34 631 370
71 9 78 923
9 35 183 818
72 63 880 121
17 87 669 332
16 14 982 19
66 90 573 428
23 45 460 541
78 44 154 847
42 100 930 71
9 35 670 331
71 9 805 196
1 53 186 815
19 39 494 507
47 69 466 535
75 22 690 311
79 4 610 391
72 63 726 275
57 20 477 524
51 10 824 177
1 53 288 713
72 63 431 570
54 68 926 75
27 79 892 109
23 45 618 383
5 95 310 691
73 66 319 682
93 84 838 163
57 20 38 963
65 25 173 828
60 88 465 536
44 73 534 467
3 61 897 104
31 8 969 32
4 13 548 453
73 66 497 504
53 27 731 270
54 68 88 913
77 67 270 731
87 86 610 391
90 46 780 221
91 57 712 289
37 12 803 198
80 41 96 905
35 92 841 160
85 43 35 966
73 66 379 622
72 63 575 426
87 86 356 645
23 45 52 949
77 67 674 327
12 3 489 512
35 92 951 50
17 87 729 272
16 14 284 717
59 54 751 250
32 11 467 534
41 99 748 253
25 89 202 799
36 96 187 814
22 50 457 544
69 98 333 668
21 19 332 669
79 4 195 806
8 23 640 361
88 38 229 772
72 63 900 101
75 22 141 860
49 37 928 73
78 44 168 833
19 39 527 474
88 38 866 135
58 2 84 917
29 15 825 176
98 40 786 215
57 20 409 592
45 17 573 428
65 25 650 351
8 23 530 471
26 21 462 539
39 30 693 308
60 88 881 120
32 11 927 74
86 42 332 669
85 43 731 270
46 31 54 947
87 86 879 122
2 6 64 937
22 50 297 704
80 41 608 393
74 94 228 773
25 89 596 405
27 79 630 371
87 86 766 235
47 69 263 738
11 80 177 824
8 23 187 814
6 72 9 992
11 80 362 639
2 6 175 826
43 93 713 288
66 90 54 947
69 98 672 329
67 55 239 762
48 49 657 344
5 95 412 589
9 35 113 888
62 5 510 491
57 20 753 248
20 64 824 177
29 15 302 699
15 71 65 936
9 35 43 958
8 23 871 130
34 97 594 407
2 6 821 180
46 31 209 792
81 65 165 836
89 78 945 56
26 21 569 432
41 99 716 285
9 35 661 340
32 11 484 517
84 51 202 799
69 98 259 742
24 7 987 14
82 56 905 96
73 66 810 191
13 59 129 872
32 11 556 445
32 11 678 323
56 52 208 793
89 78 908 93
52 36 941 60
30 28 491 510
79 4 545 456
49 37 153 848
89 78 600 401
2 6 120 881
37 12 759 242
76 47 614 387
49 37 738 263
85 43 698 303
9 35 768 233
5 95 599 402
27 79 578 423
92 24 42 959
5 95 816 185
87 86 902 99
18 60 212 789
18 60 124 877
50 16 386 615
15 71 1 1000
20 64 424 577
49 37 73 928
49 37 577 424
45 17 697 304
79 4 484 517
99 33 192 809
75 22 714 287
41 99 523 478
91 57 27 974
21 19 801 200
91 57 487 514
21 19 16 985
35 92 546 455
77 67 122 879
33 85 199 802
13 59 556 445
74 94 272 729
42 100 524 477
33 85 181 820
46 31 745 256
5 95 306 695
18 60 852 149
82 56 547 454
45 17 302 699
5 95 607 394
43 93 588 413
81 65 584 417
59 54 670 331
95 82 701 300
30 28 903 98
31 8 338 663
23 45 222 779
40 91 935 66
34 97 341 660
59 54 140 861
59 54 110 891
54 68 599 402
49 37 549 452
35 92 823 178
64 62 622 379
81 65 982 19
36 96 852 149
67 55 298 703
9 35 889 112
3 61 95 906
56 52 108 893
64 62 986 15
58 2 185 816
65 25 971 30
95 82 95 906
98 40 921 80
98 40 123 878
7 18 461 540
77 67 908 93
22 50 828 173
79 4 255 746
15 71 141 860
46 31 797 204
50 16 475 526
50 16 789 212
2 6 355 646
66 90 312 689
62 5 158 843
36 96 304 697
13 59 543 458
33 85 872 129
67 55 398 603
22 50 948 53
75 22 734 267
87 86 350 651
53 27 477 524
90 46 843 158
90 46 194 807
89 78 375 626
13 59 670 331
32 11 5 996
7 18 59 942
36 96 397 604
83 29 560 441
77 67 874 127
56 52 40 961
45 17 200 801
20 64 530 471
74 94 654 347
24 7 312 689
97 81 14 987
39 30 373 628
33 85 242 759
36 96 689 312
12 3 98 903
29 15 960 41
15 71 242 759
74 94 663 338
51 10 809 192
91 57 890 111
58 2 273 728
73 66 658 343
6 72 449 552
28 58 921 80
9 35 692 309
12 3 454 547
92 24 869 132
18 60 735 266
93 84 220 781
37 12 974 27
42 100 638 363
35 92 215 786
95 82 315 686
65 25 909 92
80 41 789 212
60 88 609 392
71 9 308 693
91 57 703 298
58 2 174 827
79 4 266 735
71 9 492 509
83 29 49 952
77 67 957 44
29 15 53 948
61 74 431 570
36 96 935 66
26 21 216 785
43 93 266 735
18 60 260 741
99 33 638 363
51 10 442 559
78 44 901 100
42 100 914 87
19 39 673 328
7 18 683 318
79 4 913 88
63 48 453 548
20 64 671 330
27 79 599 402
71 9 370 631
7 18 32 969
77 67 7 994
49 37 340 661
8 23 276 725
7 18 13 988
79 4 701 300
60 88 625 376
38 70 935 66
49 37 531 470
55 76 739 262
14 77 997 4
56 52 591 410
42 100 13 988
23 45 644 357
92 24 507 494
67 55 75 926
67 55 603 398
94 32 223 778
87 86 197 804
52 36 886 115
62 5 482 519
53 27 145 856
75 22 538 463
64 62 691 310
25 89 44 957
59 54 992 9
19 39 657 344
69 98 482 519
12 3 706 295
80 41 368 633
21 19 591 410
63 48 376 625
20 64 519 482
3 61 204 797
24 7 610 391
98 40 781 220
30 28 62 939
89 78 794 207
54 68 997 4
82 56 897 104
44 73 749 252
29 15 358 643
98 40 243 758
17 87 821 180
37 12 426 575
20 64 189 812
89 78 192 809
74 94 554 447
72 63 521 480
14 77 964 37
53 27 584 417
87 86 570 431
11 80 158 843
33 85 288 713
26 21 353 648
3 61 968 33
55 76 409 592
60 88 673 328
3 61 934 67
9 35 450 551
13 59 676 325
25 89 8 993
10 83 832 169
15 71 532 469
65 25 415 586
21 19 974 27
43 93 57 944
29 15 21 980
87 86 369 632
41 99 875 126
67 55 609 392
53 27 635 366
33 85 578 423
38 70 318 683
81 65 107 894
49 37 343 658
1 53 717 284
38 70 897 104
69 98 759 242
19 39 399 602
43 93 729 272
54 68 663 338
45 17 241 760
99 33 2 999
6 72 686 315
93 84 541 460
56 52 349 652
16 14 340 661
33 85 528 473
97 81 376 625
37 12 951 50
42 100 563 438
47 69 552 449
94 32 532 469
39 30 230 771
39 30 797 204
71 9 987 14
37 12 624 377
75 22 783 218
23 45 997 4
73 66 657 344
2 6 70 931
38 70 242 759
76 47 972 29
51 10 483 518
14 77 201 800
6 72 809 192
98 40 504 497
38 70 19 982
27 79 572 429
72 63 570 431
95 82 62 939
67 55 183 818
61 74 247 754
49 37 344 657
87 86 286 715
40 91 977 24
11 80 135 866
28 58 173 828
28 58 448 553
85 43 779 222
92 24 762 239
6 72 67 934
61 74 954 47
24 7 224 777
26 21 435 566
9 35 946 55
21 19 853 148
17 87 381 620
99 33 340 661
48 49 287 714
38 70 448 553
89 78 207 794
87 86 144 857
52 36 996 5
6 72 817 184
3 61 4 997
21 19 727 274
17 87 914 87
93 84 32 969
84 51 363 638
7 18 248 753
73 66 904 97
10 83 232 769
35 92 225 776
28 58 896 105
90 46 734 267
86 42 599 402
90 46 111 890
37 12 98 903
35 92 525 476
87 86 663 338
51 10 169 832
46 31 963 38
42 100 43 958
79 4 294 707
68 75 428 573
55 76 774 227
8 23 546 455
26 21 238 763
89 78 168 833
64 62 659 342
68 75 13 988
20 64 274 727
61 74 594 407
72 63 740 261
48 49 582 419
78 44 40 961
88 38 453 548
87 86 10 991
56 52 418 583
29 15 562 439
7 18 526 475
89 78 9 992
96 26 296 705
30 28 548 453
91 57 623 378
48 49 702 299
67 55 768 233
60 88 911 90
5 95 986 15
5 95 788 213
29 15 621 380
14 77 985 16
15 71 36 965
41 99 348 653
24 7 953 48
26 21 293 708
25 89 224 777
84 51 740 261
88 38 338 663
82 56 710 291
93 84 59 942
94 32 369 632
4 13 847 154
65 25 258 743
29 15 210 791
44 73 62 939
46 31 933 68
80 41 999 2
5 95 492 509
76 47 923 78
26 21 678 323
73 66 118 883
74 94 897 104
96 26 576 425
75 22 562 439
4 13 827 174
60 88 814 187
88 38 954 47
4 13 796 205
2 6 673 328
75 22 744 257
68 75 165 836
1 53 581 420
16 14 624 377
5 95 291 710
25 89 738 263
3 61 159 842
37 12 785 216
62 5 244 757
36 96 284 717
92 24 842 159
50 16 914 87
46 31 86 915
1 53 352 649
19 39 222 779
50 16 932 69
74 94 136 865
49 37 125 876
45 17 562 439
31 8 453 548
32 11 859 142
51 10 836 165
68 75 652 349
59 54 609 392
63 48 758 243
77 67 74 927
48 49 953 48
88 38 321 680
58 2 79 922
39 30 856 145
19 39 753 248
54 68 700 301
78 44 76 925
86 42 350 651
66 90 279 722
22 50 115 886
80 41 316 685
95 82 316 685
33 85 254 747
14 77 532 469
41 99 415 586
46 31 803 198
24 7 881 120
9 35 28 973
22 50 476 525
30 28 555 446
24 7 397 604
84 51 520 481
83 29 970 31
94 32 397 604
32 11 94 907
17 87 175 826
66 90 104 897
31 8 892 109
37 12 820 181
99 33 724 277
23 45 127 874
83 29 676 325
53 27 574 427
43 93 312 689
31 8 905 96
88 38 675 326
71 9 110 891
25 89 335 666
73 66 839 162
40 91 286 715
51 10 269 732
55 76 623 378
18 60 581 420
46 31 351 650
93 84 460 541
2 6 317 684
29 15 258 743
39 30 683 318
74 94 581 420
95 82 509 492
9 35 869 132
20 64 952 49
82 56 771 230
43 93 216 785
27 79 907 94
28 58 57 944
96 26 524 477
87 86 355 646
49 37 949 52
47 69 300 701
6 72 163 838
10 83 252 749
55 76 599 402
73 66 315 686
64 62 559 442
9 35 889 112
57 20 334 667
17 87 990 11
69 98 288 713
83 29 437 564
46 31 694 307
94 32 173 828
98 40 671 330
35 92 492 509
37 12 597 404
1 53 33 968
1 53 806 195
35 92 843 158
8 23 145 856
87 86 553 448
39 30 969 32
88 38 176 825
43 93 802 199
98 40 536 465
46 31 78 923
19 39 743 258
17 87 470 531
88 38 727 274
49 37 822 179
97 81 997 4
98 40 840 161
3 61 563 438
12 3 540 461
34 97 840 161
33 85 862 139
40 91 449 552
89 78 81 920
90 46 609 392
28 58 516 485
66 90 949 52
23 45 833 168
65 25 615 386
58 2 246 755
90 46 568 433
23 45 701 300
37 12 56 945
44 73 487 514
81 65 146 855
71 9 853 148
38 70 818 183
55 76 499 502
8 23 309 692
30 28 950 51
23 45 384 617
30 28 821 180
7 18 167 834
33 85 588 413
79 4 678 323
81 65 121 880
88 38 752 249
70 34 650 351
48 49 92 909
8 23 628 373
74 94 217 784
3 61 680 321
20 64 43 958
35 92 810 191
90 46 513 488
67 55 880 121
93 84 863 138
58 2 229 772
74 94 432 569
12 3 923 78
89 78 798 203
84 51 632 369
96 26 625 376
40 91 63 938
16 14 169 832
65 25 362 639
83 29 87 914
89 78 881 120
21 19 866 135
77 67 775 226
79 4 340 661
70 34 712 289
6 72 519 482
8 23 236 765
62 5 640 361
26 21 627 374
17 87 745 256
22 50 482 519
5 95 243 758
66 90 434 567
12 3 282 719
42 100 79 922
58 2 201 800
75 22 402 599
2 6 26 975
57 20 368 633
16 14 872 129
21 19 207 794
34 97 669 332
35 92 203 798
8 23 158 843
90 46 56 945
71 9 894 107
11 80 225 776
22 50 987 14
76 47 704 297
26 21 110 891
98 40 731 270
30 28 792 209
91 57 869 132
19 39 812 189
56 52 111 890
90 46 509 492
86 42 490 511
84 51 772 229
13 59 835 166
81 65 912 89
25 89 542 459
68 75 69 932
87 86 593 408
33 85 135 866
95 82 133 868
40 91 429 572
19 39 654 347
26 21 537 464
63 48 526 475
59 54 58 943
26 21 193 808
77 67 512 489
54 68 689 312
51 10 377 624
98 40 761 240
34 97 446 555
78 44 410 591
70 34 937 64
44 73 816 185
59 54 200 801
45 17 938 63
30 28 678 323
78 44 481 520
15 71 446 555
49 37 152 849
29 15 200 801
10 83 775 226
31 8 695 306
77 67 613 388
72 63 551 450
87 86 725 276
20 64 286 715
81 65 914 87
13 59 108 893
18 60 98 903
37 12 181 820
43 93 251 750
35 92 678 323
40 91 535 466
82 56 43 958
34 97 488 513
27 79 895 106
35 92 958 43
90 46 839 162
31 8 941 60
25 89 16 985
75 22 557 444
27 79 984 17
7 18 183 818
16 14 38 963
58 2 157 844
68 75 225 776
35 92 809 192
94 32 316 685
26 21 780 221
32 11 915 86
70 34 578 423
51 10 553 448
75 22 579 422
72 63 561 440
2 6 828 173
47 69 328 673
98 40 929 72
21 19 748 253
24 7 74 927
90 46 167 834
68 75 744 257
80 41 425 576
47 69 650 351
95 82 19 982
90 46 304 697
44 73 640 361
80 41 117 884
19 39 957 44
3 61 241 760
13 59 985 16
34 97 230 771
52 36 950 51
74 94 67 934
5 95 521 480
47 69 534 467
53 27 851 150
91 57 374 627
15 71 172 829
1 53 193 808
50 16 857 144
9 35 169 832
96 26 738 263
5 95 541 460
11 80 926 75
64 62 485 516
87 86 789 212
53 27 391 610
1 53 413 588
4 13 739 262
25 89 395 606
39 30 440 561
78 44 569 432
21 19 79 922
57 20 448 553
27 79 235 766
27 79 652 349
9 35 376 625
52 36 649 352
88 38 160 841
50 16 861 140
42 100 267 734
24 7 574 427
43 93 17 984
71 9 384 617
12 3 760 241
89 78 941 60
35 92 66 935
67 55 44 957
99 33 149 852
9 35 263 738
64 62 338 663
90 46 763 238
6 72 471 530
18 60 429 572
16 14 791 210
83 29 66 935
4 13 870 131
85 43 164 837
54 68 300 701
4 13 810 191
78 44 63 938
32 11 689 312
19 39 968 33
33 85 764 237
90 46 343 658
19 39 851 150
10 83 715 286
79 4 615 386
46 31 630 371
50 16 27 974
52 36 677 324
99 33 495 506
30 28 176 825
2 6 698 303
18 60 504 497
76 47 319 682
85 43 787 214
63 48 695 306
36 96 655 346
77 67 129 872
10 83 655 346
18 60 89 912
41 99 590 411
98 40 634 367
63 48 900 101
23 45 747 254
34 97 16 985
22 50 347 654
22 50 179 822
61 74 14 987
2 6 720 281
65 25 39 962
52 36 694 307
86 42 509 492
84 51 887 114
51 10 147 854
61 74 293 708
41 99 977 24
74 94 158 843
58 2 461 540
79 4 368 633
66 90 8 993
87 86 613 388
16 14 820 181
46 31 156 845
62 5 104 897
18 60 847 154
2 6 658 343
39 30 121 880
13 59 162 839
18 60 480 521
78 44 181 820
97 81 383 618
93 84 893 108
91 57 739 262
5 95 275 726
43 93 988 13
94 32 59 942
10 83 936 65
79 4 13 988
42 100 500 501
77 67 670 331
65 25 458 543
80 41 438 563
20 64 11 990
9 35 236 765
28 58 226 775
57 20 128 873
40 91 670 331
35 92 40 961
81 65 525 476
37 12 231 770
80 41 230 771
39 30 368 633
42 100 321 680
13 59 399 602
48 49 393 608
19 39 466 535
35 92 601 400
21 19 109 892
10 83 318 683
68 75 112 889
81 65 348 653
63 48 999 2
21 19 174 827
98 40 923 78
62 5 315 686
57 20 199 802
56 52 560 441
97 81 50 951
16 14 20 981
43 93 966 35
73 66 57 944
52 36 165 836
62 5 430 571
12 3 135 866
71 9 310 691
1 53 962 39
96 26 98 903
24 7 328 673
66 90 264 737
13 59 972 29
68 75 482 519
11 80 775 226
9 35 217 784
90 46 973 28
17 87 674 327
82 56 274 727
16 14 780 221
83 29 726 275
27 79 302 699
77 67 703 298
90 46 317 684
8 23 328 673
40 91 871 130
45 17 381 620
31 8 364 637
92 24 714 287
85 43 858 143
25 89 497 504
1 53 509 492
80 41 57 944
18 60 152 849
68 75 972 29
19 39 511 490
21 19 498 503
95 82 28 973
59 54 881 120
82 56 389 612
6 72 405 596
49 37 132 869
48 49 809 192
99 33 975 26
66 90 19 982
40 91 55 946
87 86 540 461
10 83 119 882
66 90 775 226
80 41 620 381
28 58 36 965
37 12 111 890
58 2 422 579
12 3 708 293
99 33 170 831
63 48 608 393
52 36 537 464
91 57 796 205
43 93 549 452
28 58 977 24
89 78 481 520
81 65 867 134
99 33 518 483
32 11 49 952
47 69 371 630
8 23 299 702
8 23 880 121
44 73 17 984
91 57 882 119
2 6 700 301
5 95 644 357
46 31 919 82
54 68 908 93
28 58 743 258
12 3 847 154
38 70 54 947
88 38 525 476
17 87 962 39
35 92 140 861
8 23 406 595
66 90 696 305
41 99 512 489
6 72 321 680
31 8 542 459
97 81 978 23
68 75 992 9
45 17 398 603
36 96 107 894
55 76 709 292
3 61 988 13
53 27 297 704
43 93 665 336
60 88 717 284
59 54 989 12
22 50 149 852
19 39 483 518
14 77 779 222
42 100 995 6
74 94 35 966
54 68 269 732
83 29 528 473
84 51 757 244
2 6 666 335
4 13 550 451
94 32 364 637
94 32 753 248
23 45 535 466
72 63 6 995
20 64 285 716
91 57 294 707
34 97 948 53
29 15 762 239
67 55 642 359
92 24 610 391
43 93 228 773
18 60 422 579
78 44 823 178
55 76 830 171
17 87 353 648
3 61 756 245
10 83 400 601
41 99 890 111
33 85 819 182
90 46 718 283
48 49 676 325
40 91 286 715
98 40 566 435
52 36 660 341
4 13 942 59
3 61 520 481
46 31 609 392
43 93 703 298
4 13 859 142
48 49 396 605
81 65 517 484
30 28 884 117
51 10 334 667
40 91 532 469
12 3 927 74
3 61 967 34
88 38 239 762
35 92 403 598
61 74 237 764
64 62 771 230
11 80 426 575
43 93 195 806
45 17 445 556
46 31 713 288
53 27 70 931
18 60 865 136
17 87 469 532
40 91 880 121
45 17 277 724
29 15 303 698
20 64 170 831
87 86 139 862
46 31 39 962
24 7 777 224
51 10 141 860
9 35 522 479
27 79 699 302
79 4 9 992
50 16 378 623
53 27 612 389
21 19 172 829
24 7 223 778
78 44 793 208
58 2 21 980
74 94 255 746
67 55 459 542
96 26 245 756
80 41 789 212
35 92 709 292
80 41 42 959
11 80 51 950
29 15 371 630
42 100 771 230
63 48 940 61
15 71 576 425
75 22 199 802
53 27 215 786
79 4 929 72
75 22 518 483
29 15 21 980
63 48 595 406
25 89 586 415
30 28 983 18
48 49 952 49
61 74 569 432
66 90 476 525
39 30 596 405
7 18 103 898
70 34 327 674
59 54 97 904
61 74 417 584
33 85 58 943
10 83 253 748
95 82 859 142
90 46 149 852
32 11 861 140
60 88 587 414
42 100 477 524
83 29 533 468
33 85 693 308
78 44 966 35
77 67 580 421
71 9 142 859
81 65 413 588
1 53 645 356
65 25 962 39
2 6 156 845
17 87 675 326
94 32 594 407
58 2 567 434
44 73 456 545
70 34 548 453
92 24 895 106
61 74 905 96
96 26 702 299
1 53 647 354
92 24 867 134
7 18 805 196
35 92 550 451
54 68 371 630
26 21 359 642
28 58 291 710
16 14 968 33
65 25 487 514
21 19 868 133
55 76 797 204
85 43 265 736
27 79 156 845
64 62 387 614
82 56 579 422
55 76 401 600
19 39 120 881
96 26 826 175
36 96 11 990
7 18 851 150
86 42 938 63
7 18 163 838
41 99 796 205
33 85 276 725
65 25 904 97
25 89 767 234
79 4 161 840
83 29 386 615
96 26 124 877
79 4 974 27
85 43 499 502
85 43 248 753
50 16 746 255
63 48 868 133
17 87 972 29
82 56 962 39
10 83 393 608
39 30 34 967
24 7 245 756
42 100 366 635
34 97 395 606
7 18 598 403
91 57 486 515
49 37 804 197
85 43 697 304
4 13 306 695
60 88 428 573
47 69 35 966
14 77 270 731
33 85 387 614
86 42 43 958
40 91 390 611
25 89 230 771
31 8 126 875
57 20 364 637
94 32 883 118
4 13 67 934
67 55 402 599
24 7 846 155
37 12 501 500
57 20 124 877
93 84 712 289
49 37 234 767
40 91 725 276
13 59 30 971
21 19 899 102
98 40 11 990
18 60 448 553
16 14 120 881
15 71 646 355
73 66 607 394
36 96 470 531
66 90 89 912
19 39 588 413
82 56 133 868
52 36 534 467
16 14 242 759
35 92 17 984
84 51 193 808
74 94 998 3
98 40 88 913
79 4 356 645
38 70 717 284
17 87 781 220
18 60 204 797
68 75 930 71
88 38 633 368
12 3 168 833
13 59 898 103
17 87 113 888
96 26 529 472
30 28 570 431
5 95 261 740
31 8 48 953
42 100 96 905
75 22 616 385
84 51 347 654
74 94 13 988
26 21 471 530
50 16 156 845
3 61 468 533
76 47 771 230
25 89 955 46
80 41 847 154
97 81 950 51
4 13 599 402
30 28 926 75
88 38 863 138
80 41 140 861
26 21 579 422
84 51 707 294
31 8 744 257
60 88 284 717
49 37 132 869
42 100 988 13
16 14 63 938
43 93 647 354
72 63 334 667
81 65 133 868
58 2 195 806
10 83 210 791
1 53 66 935
83 29 708 293
47 69 454 547
24 7 540 461
44 73 855 146
51 10 957 44
66 90 978 23
47 69 204 797
85 43 106 895
38 70 861 140
68 75 609 392
33 85 215 786
13 59 631 370
31 8 290 711
17 87 479 522
87 86 824 177
57 20 480 521
54 68 695 306
18 60 328 673
56 52 982 19
48 49 294 707
41 99 586 415
96 26 957 44
78 44 720 281
76 47 749 252
86 42 300 701
34 97 828 173
38 70 22 979
84 51 134 867
54 68 98 903
32 11 419 582
22 50 205 796
96 26 776 225
16 14 431 570
21 19 974 27
79 4 868 133
77 67 762 239
53 27 187 814
28 58 571 430
32 11 565 436
49 37 694 307
95 82 829 172
8 23 442 559
45 17 55 946
35 92 491 510
62 5 889 112
64 62 861 140
64 62 508 493
77 67 789 212
60 88 204 797
33 85 441 560
31 8 126 875
61 74 690 311
85 43 10 991
11 80 693 308
3 61 841 160
55 76 47 954
36 96 178 823
98 40 593 408
25 89 828 173
6 72 119 882
12 3 582 419
5 95 553 448
87 86 620 381
74 94 683 318
11 80 399 602
98 40 363 638
18 60 365 636
68 75 564 437
49 37 345 656
1 53 421 580
17 87 778 223
14 77 942 59
70 34 166 835
23 45 709 292
39 30 785 216
13 59 475 526
49 37 474 527
6 72 803 198
52 36 529 472
37 12 201 800
7 18 700 301
46 31 424 577
59 54 219 782
18 60 506 495
57 20 950 51
15 71 161 840
29 15 723 278
58 2 904 97
60 88 248 753
24 7 652 349
84 51 230 771
77 67 214 787
17 87 163 838
41 99 131 870
50 16 833 168
30 28 651 350
65 25 598 403
48 49 200 801
20 64 488 513
48 49 711 290
79 4 161 840
84 51 836 165
30 28 507 494
4 13 421 580
43 93 54 947
56 52 706 295
36 96 942 59
86 42 401 600
52 36 168 833
15 71 707 294
30 28 944 57
57 20 193 808
60 88 432 569
89 78 506 495
1 53 897 104
53 27 594 407
5 95 357 644
95 82 215 786
73 66 243 758
42 100 447 554
64 62 969 32
24 7 87 914
7 18 158 843
46 31 245 756
9 35 381 620
99 33 550 451
7 18 101 900
51 10 558 443
56 52 327 674
44 73 750 251
83 29 211 790
28 58 203 798
29 15 669 332
46 31 784 217
8 23 314 687
69 98 797 204
3 61 716 285
27 79 558 443
6 72 521 480
14 77 686 315
22 50 639 362
74 94 628 373
71 9 528 473
32 11 627 374
43 93 856 145
79 4 222 779
33 85 845 156
45 17 216 785
59 54 380 621
87 86 601 400
72 63 25 976
14 77 681 320
72 63 762 239
5 95 467 534
22 50 620 381
73 66 698 303
24 7 621 380
17 87 328 673
2 6 916 85
19 39 179 822
87 86 602 399
92 24 937 64
87 86 525 476
26 21 64 937
39 30 601 400
91 57 799 202
2 6 188 813
64 62 327 674
98 40 155 846
3 61 151 850
62 5 227 774
82 56 534 467
88 38 896 105
93 84 545 456
13 59 386 615
15 71 935 66
98 40 494 507
91 57 933 68
50 16 443 558
75 22 616 385
74 94 898 103
62 5 977 24
10 83 781 220
20 64 756 245
82 56 907 94
35 92 190 811
27 79 775 226
83 29 865 136
28 58 223 778
77 67 186 815
44 73 442 559
42 100 239 762
96 26 859 142
97 81 844 157
8 23 587 414
82 56 169 832
7 18 182 819
59 54 373 628
82 56 745 256
88 38 599 402
45 17 435 566
19 39 342 659
23 45 519 482
99 33 391 610
39 30 363 638
49 37 270 731
96 26 729 272
25 89 728 273
18 60 862 139
81 65 624 377
45 17 474 527
7 18 74 927
67 55 10 991
33 85 525 476
28 58 430 571
32 11 334 667
87 86 38 963
17 87 864 137
41 99 609 392
89 78 195 806
63 48 127 874
62 5 643 358
26 21 750 251
55 76 6 995
